artist,song_title,lyrics_clean_ascii,mood
Teoman,Romantik,sensizlik neymis tenime canima sor oh oh celladim ol gel bana son arzumu sor oh oh ne bi' sigara ne de ucu yanik bir resim ne bi itiraf bileyim ki baharda ben bosuna olmedim tek arzum var romantik romantik romantik romantik romantik romantik bir oyun yine seninle baharda sensiz olmak ne kadar zor oh oh gunesim olsan isitsan cok mu zor oh oh bos odamin los isigi bi' daha titredi seni istedi yaktigin tek mumun alevi daha sonmedi tek nefeste,
Teoman,Ruhun Sarışın,gunes dogmus sokaklarda aksamdan kalan sabahlar cinlayan topuk sesleri dans ediyor kaldirimda uzaktan bir gitar sesi karisiyor adimlara nananana nanananana akmis ter damlalari mazgallarima bacaklarindan artik istesem de kosamam simsiki tutmussun yakamdan ben de vazgecip kaybolurum esmer islak vucudunda acitiyor guzelligin farkinda misin tenin esmer ruhun sarisin cagiriyorsun gunaha sen seytan misin tenin sicak tenin kivrak ruhun sarisin gunler geceler gecmis kac tane hic anlamadan vucudum seni ozlemis hayal etmis hic durmadan dogru yanlis hic anlamam ruhumu sana sattigimdan nanana nanana nanana nananana nananana nana ruhun sarisin,
​mor ve ötesi,2012,ah bu niyetin ziyan olmaz insallah yandigini anlatir sana her yaprak hic bilinmez neye carptin ah ah ah bir anda masumiyetin ziyan olmaz,
​mor ve ötesi,23,yuzunden baslasam gitmeye uzaklara duymasam kimseyi sonu olmasa ummadik ruyalarda eksilse yok olsa bile deger bir gun kendimi birakip sana anlatsam ne oldugunu neden sozleri yuttugumu gerisi zaten gozlerinde lutfen beni hemen uyandir ya da hep oyle bak yuzume ne kork benden ne uzaktan dinle lutfen beni uyandirma sesim kisilsa korkmasam karanliktan en bastan baslasam anlamsiz sozlere artik hic bulasmadan beklesem yaninda neden sozleri unuttugumu ne kork benden ne anlatmami iste,
​mor ve ötesi,Adamın Dibi,yalandan bir zafer senligi yuzume soyle n'oluyo' boyle bin cesit kizgin adam sesi gerine gerine dayilaniyo' oyle cevabim sonsuz sessizligim dayanamazsin koskoca adamsin dermanin hep oldugun gibi kalabilmekse basarilarin dibi gel biz senle anlasalim her sey bizde hepsi bizde belki bir gun affederler her sey bizde dermanin hep oldugun gibi kalabilmekse gеl biz senle her sеy bizde ohh ohh ohh ohh biz degmeyince ellerimizde,
​mor ve ötesi,Ağrılar,yine tarihin nasil hesabi var kendi yolunda bir nehir gibi hikayeler ruyalilar siralar kendi parmagi yokmus gibi yarinlar mi var ve kim bu agrilar yarinlar yalan yalan tum aynalar yuzumden korkma kimdir bu agrilar kimi kovdular kimin yurdundan kimi kovdular,
​mor ve ötesi,Anlatamıyorum,ne oldu karisti her sey korktum sozum bir adim geriye simdi duyuyor musun her sey ama her sey gecer sakinsin biraz derdin var kendi kendine dunyayi ters cevirmissin bir sey biliyor musun ben dogdugumdan beri hep boyleyim ne cok sey gizlemisim ruyalarima ne kadar cok huzun yuklu omuzlarimda bir sey icsem sorunlari cozsem olur mu olur mu bir yer var biliyorum her seyi soylemek mumkun epeyce yaklasmisim duyuyorum anlatamiyorum,
​mor ve ötesi,Araf,kalbin isine bak yuzune bakamaz aglar durur sen uyurken yalniz olamayan boyle mi yapar dersen anlarim askin icine bak en guzeline hem var hem yok mu bile bile adalet yok ya canimi yakar bu sessizlik yerimi bilmem bilmem ne taraftayim sesimi duymam ne zamandir araftayim ne zamandir araftayim yerimi bil kimler varmis icimde yoklama yaptim deliler cikti cellatlar bir de seytanlar araftayim,
​mor ve ötesi,Araf (Canlı),kalbin isine bak yuzune bakamaz aglar durur sen uyurken yalniz olamayan boyle mi yapar dersen anlarim askin icine bak en guzeline hem var hem yok mu bile bile adalet yok ya canimi yakar bu sessizlik yerimi bilmem bilmem ne taraftayim sesimi duymam ne zamandir araftayim kimler varmis icimde yoklama yaptim deliler cikti cellatlar bir de seytanlar araftayim,
​mor ve ötesi,Aşk İçinde,bugun varsin yarin yoksun kocaman bir ciglik olsun benim derdim senin olsun bilen bilsin duyan duysun ask icinde yalan icinde tek bir ayna bin bir bicimde hepsi ayni hepsi icinde belki varsin belki yoksun bi' habersin belki toksun gelecekler yuzlerinde cam gibi bir buyuk ofke,
​mor ve ötesi,Ayıp Olmaz Mı?,hayat o kadar zor mu atilir miyiz oyundan benzemezsek onlara bahane mi lazim mazeretimiz mi kalmamis cok ayip olmus takilir miyiz yolunda sekli gizli taslara yetismek mi lazim bahcemizde bir gul acmamis kiz en guzel en hafif giysisini giymis oglan renkli bir dunya boyamis kapkara kapilar sormuslar onlara ayip olmaz mi bu isler o kadar kolay mi,
​mor ve ötesi,Az Çok,su damlasi gibi hayat ozgurum islak ciplak piril piril bir damla icimde uzak bir isik bir ciglik gibi cagiriyor beni biliyorsun az cok goruyorsun her seyi biliyorsun az coktur goruyorsun kendini sahip oldukca hep bir yenisi daha islak ciplak piril piril bir dunya icinde,
​mor ve ötesi,Bahar,elimi tut yuzume bak desem desem desem i̇cine bak ne gordugun desen desen desen yine mi donmusuz bahar hem ne yaptik ki beraber yeni bir zaman mi bulduk yeni bir hayat mi kurduk sorularimiz yanlis cevaplar dogru yeni bir hayal mi kurduk yeni bir yalan mi bulduk boyalarimiz akmis suratlar yorgun o buyulu soz nereye kadar gider gider bilinmez akla sigmaz bunca keder hic sonu yok mu bu yollarin yeni bir zaman mi bulduk sorularimiz yanlis cevaplar dogru dusunmeden,
​mor ve ötesi,Balıklar,cocuktun kirilgandin artik korku yok nemli gozlerinde yuzlerce binlercesi var omuzuna oturmus oradan sana bakar cektin gittin baharin pesine guzelim renkler yuzunde artik donup bakmazsin gunesin soldugu evlere ciplak dursam tanri'ya sorsam niye olur insan bile bile ardimda yillar sinsice kalbime sorar niye bu sucluluk niye yolculugun sonunda beyaz sevgini ort uykuma dun sabah seni gordum aklin takilmis yine baliklara tertemiz issiz kalbin arabadan kaciyor vahsi sokaklarda,
​mor ve ötesi,Bazen,bazen eski sozcuklere bakmaz misin nasil kucuk nasil zararsizlar oysa or'da ne yalanlar ihanetler gizli korkma bir daha gelmem ustune cunku ben kayboldum geri donmem imkansiz hem uzak hem hoyrat senin ulken yine de mutluyum bazen eski defterleri acmaz misin onlar masum duran o sakli sayfalar pistir ve temizdir sadece laf vardir orda bir daha gelmem ustune her seyi her seyi biraktim ah ah ah artik cok mutluyum ah ahahah artik cok mutluyum ah ah hem uzak hem uzak hem hoyrat senin ulken her seyi her seyi biraktim artik cok mutluyum,
​mor ve ötesi,Beyaz,durdugun yerden devam etsin guzel olmasin kesilsin yine kos kos kurtul eskit pabuclarini dilimiz eksildi kucuk kaldik dustuk acimiz oldu cok oldu i̇yi ki oldu iyi ki oldu beyaz beyaz dibine dek beyaz ruyasi insana yalan soyledi sadece once saskin dibine dek beyaz sonra i̇yi ki varsin iyi ki yokum golgem var iyi ki golgem var bizi yalniz birakmayan golge ah ah ahahah,
​mor ve ötesi,Bir,bir sen baktin tum gozlerim kiskandi resmini sarildik takvimlerce anlattik ki hayata zaman yok kucaginda tek bir an bile yeter bana zaten yarim kalan bu dus bizim mi yoksa yiten ben miyim derken nerden geldin sen kaybeden ben miyim derken sarhostum evindeydi ellerim butun gunlerden baska bir ismin vardi senin titredim zamansizca dun ve yarin yok oldu yaninda yarim kalan bu dus nerden 355 1204 i̇yi pazar gunlerini severim belgesel izler kuslarin hayatini maymunlarin askini zebranin kacisini ormanlardan uzak odamda cay icer izlerim bir de benim belgeselim var yonetmenim belli hayatim askim kacisim guluyorum ben orada guzel bir hareket cekmisim dunyaya i̇yi gozukuyorum iyi i̇yi bugun her sey iyi,
​mor ve ötesi,Bırakmazlar Yakamı,hemen simdi kalksam burdan kosup ciksam sokaklara birini duysam birine vursam olumcul bir dost dusse pesime birakmazlar yakami bilirim kaybolsam da saklansam hemen simdi kacip gitsem suruklensem meydanlarda bulsam seni masallarda gokten dusen yine ayni elmalar kaybolsam saklansam da ben i̇simsiz sokaklarda unutsam tum masallari karissam meydanlara meydanlara,
​mor ve ötesi,Bir Derdim Var,bir derdim var artik tutamam icimde gitsem nereye kadar kalsam neye yarar hic anlatamadim hic anlamadilar herkes neden dusman unuttuk hepsini nuh'un nefesini gelme yanima sen baskasin ben baska bak bu son perde oyun yok bundan sonra isik yok hicbir sey yok yok yok yok bir derdim var bir derdim var tutamam icimde,
​mor ve ötesi,Bir Derdim Var (Canlı),bir derdim var artik tutamam icimde gitsem nereye kadar kalsam neye yarar hic anlatamadim hic anlamadilar herkes neden dusman unuttuk hepsini nuh'un nefesini gelme yanima sen baskasin ben baska bak bu son perde oyun yok bundan sonra isik yok hicbir sey yok yok yok yok bir derdim var bir derdim var tutamam icimde,
​mor ve ötesi,Bisiklet,mukemmel hava mukemmel bir ses mukemmel durumda sahibi hatasizdi hatasiz yipratti duygularini tek bir sans bir bisiklet tasiyordu askimi nasil bir sey uykusuz uzaga gozlerim mahmur bakiyorum ufkuna bas pedali bak gokyuzune seni bekleyen baska bir adam var gozum yollarda yollari sen asarken bekledim ve gordum ihtiyacim olani biraz sans ve bir bisiklet kim tutunmus zamana pisman degilim asla gozlerim mosmor,
​mor ve ötesi,Boğaziçi (Kargo: Yarına Kalan Şarkılar),ayir bizi bogazici kurtar beni bogulmadan anlat bizi bogulmadan hayat dogu'da sessizlik suskunluk anlaminda bati'da ise degerli bir tas sanki susmak doguda erdem meziyet anlaminda degersiz bir hak gibi gulmek dogu'da utanc kibir anlaminda dogal bir istek sanki bilgi dogu'da sayginlik i̇tibar anlaminda paraya endeksli aci agri sonsuz cile politikayla yok hicbir dilde ayir bizi,
​mor ve ötesi,Boş Bir Dünya,gelmiyor gelmiyor zamanim kimim ben kimim ben bilmeden yuzunde hayati gormeden kimim ben telafi etmeden olsun varsin bu defa zamansiz soyledim icimden tarihim dururken ellerimde bos bir dunya kalkmadim yerimden durmadan duserken tarihim biterken,
​mor ve ötesi,Boşver,i̇lk damla dustu et parliyor karanlikta bes dakika sonra benim dunya ve sen hala ozgur ruhlara dair yalanlarla beslen bos ver ayna islak elleriyle suratinda hasta bir gulumseme yardim etme bagirma yeter ki her sozcugu anla i̇htiyacim var buna bos ver eskisi gibi kalsin bos ver kimse yaralanmasin sakinles yine ayni insanla dilinden kalan misralari hatirla her lanet sabah bu bilince uyandikca bos ver bos ver aahaahaahaah bos ver bos ver bos ver,
​mor ve ötesi,Büyük Düşler,nedir ki ziplarlar ego tramplenlerinde kadinsiz erkeksiz bir sehvet dusunun oyundur oynarlar bitmiyor isgalleri ben seni oralardan cekip almadim mi bu kadar sert mi cevabin bana askin oldugu yerde bu kadar mert mi kaosun dili ac su kalbini soyle hayatin gercek mi nedir ki yikarlar kirilgan ruyamizi isiksiz ve renksiz mimarlar dusunun bitmesin isgalleri uzundu sokaklar yurumek isterdim gordum gordum gordum buyuk dusler gordum,
​mor ve ötesi,Cambaz,2003 yilinda amerika irak'i isgal eder abd'nin bircok muttefiki de bu isgale destek verir ve asker gonderir turkiye de savasin icine cekilmek ister abd askerlerinin turkiye topraklari uzerinde bulunmasini… read more ne habersin ne turk'sun seni goren yollara dokulsun kul oldun kole oldun kursungecirmez cam oldun butun dunya izler durur afeti azam bekler durur hedefini al piyasani al her seyi al yandi dertler bitti tasa ben kurbanim bu cambaza i̇ki gozum kadar eminim sen yoksun cin oldun adam carptin cellat oldun kelle ucurdun var misin yoksun i̇ki gozum eminim sen yoksun sen yoksun,
​mor ve ötesi,Cambaz (Canlı),ne habersin ne turk'sun seni goren yollara dokulsun kul oldun kole oldun kursun gecirmez cam oldun butun dunya izler durur afeti azam bekler durur hedefini al piyasani al her seyi al yandi dertler bitti tasa ben kurbanim bu cambaza i̇ki gozum kadar eminim sen yoksun cin oldun adam carptin cellat oldun kelle ucurdun butun dunya izler durur afeti azam bekler durur hedefini al piyasani al her seyi al yandi dertler bitti tasa var misin yoksun i̇ki gozum eminim sen yoksun sen yoksun,
​mor ve ötesi,Camgezer,ne zor oyundu kazanmadim aliskanlik kaderimdi ask sahnesinde rol bekler gibi hem sakin hem dengesizdim mektup bekler sari siyah dolanirdim camlarda bilirim ner'de kirildin neden asiksin bana aliskanlik kaderimdir neden asiksin bana neden asiksin neden asigim sana neden asigim sana,
​mor ve ötesi,Canavar,al yerimi al gunumu al gecemi al senin biraz acelen var cok normal zaman var zaman var basimi al sozumu al evimi al acelen var sebebi var anladim sebebin var yine de bak seni ben anlatacagim bahanesi var mazeret var hepsi var ama canavar canavar canavar aah aahaahaahaahaah,
​mor ve ötesi,Canlı Yayın,gordum ben gordum ben gordum sen gitmeden onceki son sesini gordum ben gordum uyumadan soyledim ki kendime bu sozcukler var sadece elimde benim elimde git bunlardan kurtul mumkunse git agla bir baska yuzle yeter dedim icimdeki sahte iskence sesine senin icin ve sadece senindi anim sorma lutfen sorma bana ne kadar ictensin diye haykirdikca gozlerinle utanirim olmaya bir sen vardin ben vardim biz vardik her birimiz vardik biz mi sectik mahvolmayi yok olmayi boyle anlamsiz sozcukler gundem disi sozler gerekmez simdi biri bilmeli biri gormeli olup biteni eksik kaldi kapali anlatimlarim artik biri gitmeli zehir birer birer alir alir dusleri alir gercekleri alir her seyi ve sizler ve onlar ve otekiler hic hissetmez mi canli yayindaki yitmeyi,
​mor ve ötesi,Çelişki,celiskili bir duzlemde duygulariyla ortada dusununce eski olmayan insanlarla parca parca bir gorunur bir kaybolur oykulerim hep bilmece gozlerim maskara ozlemim durgun belki bir gun deyince teslim olunca ellerine en yakinimda sen olunca urkutucu bir ruya ellerimden akip gelen sehvetinde sakli bezginligim karanliktan korkutan gozlerinden ates sacan son sozunde sakli yalanlarin yalanlarin,
​mor ve ötesi,Çocuklar Ve Hayvanlar,cok eski bir oyku bu i̇nsanlar durmus bekliyorlar o gelecek hic gelmiyor ruhum ogrensin artik bu aglatan eski oyunu cocuklar ve hayvanlar tum gece yalniz konustular ogrenince oyunu o masal yine basladi parlaklasti evren birden seninleyim mutluluk kalbimde cozulmus ulasamaz bana yanlis sesler senleyim ruyadan farksiz kaybolursam sarki soyle sorular ve cevaplar bir bir hepsi yok oluyorlar ogrenince sonunu hayat yeniden basladi parlaklasti evren birden tek ozleyen sen degilsin senleyim sansimiz artmis kaybolursam,
​mor ve ötesi,Daha Mutlu Olamam,gune kahveyle basladim agzim kuru zihnim acik beyaz camda goruntuler hepsi o kadar durust ki hayatimdan cok memnunum ask bitti ask aptallikti bir de sigarayi biraksam kimse tutamaz beni artik kucuk seyler sevindirir ruhumu hayal bile edemezdim ben bunu daha mutlu olamam yagmurlu bir aksamustu radyo acik koprudeydim derken bir anda fark ettim baska bir hayat yok ki durdum sustum gulumsedim gozumu actim ben degistim kizdiniz siz hakliydiniz artik size gerek yok daha mutlu olamam bu aksam bu aksam,
​mor ve ötesi,Darbe,evreni gordum siki olaydi binlerce insan olurken netekim bir sey yapmazdi sadece bakardi bu kadar kaos bize fazlaydi ki bir darbe geldi basima bir darbe erdal'i gordum daragacinda onalti yasinda olurken netekim sonrasi serbest sonrasi pazar ben gitmeden dîvâni harbe ben gitmeden bir darbe sakla kendini saglam bir rovans icin asmayalim da besleyelim mi sen gitmeden bir darbe,
​mor ve ötesi,Deli,deli mor ve otesi'nin basibozuk albumunde bulunan ve albumun en populer sarkilarindan biridir ayrica bu sarki ile mor ve otesi ulkemizi 2008 eurovision sarki yarismasi'nda temsil etmis bulunmaktadir… read more araniyor sahibi ruhumun tam yerine mi dustum direniyor faili tutkunun kizmis ve kuculmus direniyor direniyor direniyor beni buyutun aglatmayin sevginiz ner'de ovundugunuz sahte duslerle oyalamayin beni buyutun aldatmayin sahte duslerle bir yarim akilli bir yarim deli dort yanim akilli bir yanim deli herkes akilli bir ben deli bir ben deli bir ben deli,
​mor ve ötesi,Deli (Canlı),araniyor sahibi ruhumun tam yerine mi dustum direniyor faili tutkunun kizmis ve kuculmus direniyor direniyor direniyor beni buyutun aglatmayin sevginiz ner'de ovundugunuz sahte duslerle oyalamayin beni buyutun aldatmayin sahte duslerle bir yarim akilli bir yarim deli dort yanim akilli bir yanim deli herkes akilli bir ben deli bir ben deli bir bеn deli sevginiz nеr'de ovundugunuz,
​mor ve ötesi,Denize Doğru,son ki uc dort dustukce uzaklasti yeryuzu buyuduk sanirken kuculmusuz megerse bugun bana degme sikildim her seyden zaman var zaman yok i̇nsansiz adam var adam yok hep yalniz n'olur hayat bugun bana degme her oyuna hevesli bir kahramandim alti kat altindan cikamam artik her oyuna hevesli bir kahramandim bir sans daha olmali yasamam lazim dustukce uzaklasti yeryuzu buyuduk sanirken kuculmusuz megerse bu ates beni yakar kullerimi savur at,
​mor ve ötesi,Dependence Day,it's easy if you stare wonderfully and gracefully okay i've found my day with endless mumbling i fell into space the safest key to secrets in your head just erase your fate halfway through you'll throw it all away your freedom fades when i stare it all depends on how i stare one moment ends namaste it all depends just erase my fate halfway through you'll throw it anyway it all dеpends on how i stare one momеnt ends,
​mor ve ötesi,Doğru Yanlış,o kadar cok sey var ki birer birer soylesem bile cok agir kacar bir de her zaman hayatin o bildik mutlak gercekleri vardi o zaman birazcik anlamsiz konusmam gerek sadece sadece seslerle yetinmem gerek bazen dogru bazen yanlis bir sey soylemem imkansiz eglenmek lazim uyumak lazim dusunme dur neme lazim dusunme dur mutluluk her yanda uzulmek icin dinozor olmam gerek para varsa sorun yok para olmaz mi havalar nasil sonbahar gelince hic kimse asla kaygilanmaz kislar soguktur ama evsiz yok kimse takmaz aslinda her sey anlamsiz eglen zipla cos dusunme aclik yok ki hicbir yerde kim demis ulkem geri kalmis,
