title,artist,lyrics,mood
Yalnız Kuş,Göksel,"Bende bi' aşk var Onu hep yanlış kalplere bıraktım Ben de bi' aşk var Onu soğuk yataklarda harcadım Tutup dileğimi neden köksüz ağaçlara adadım? Bende bi' aşk var Onu hep kırık yelkenlere bağladım Senin gökyüzünde benim yerim yoktu Kuru dallarında kanatlarım kırılıp koptu Senin toprağında benim evim yoktu Kader ayrı sondu, yazdığı son hikâye buydu Yanlış yerde geziyor bu kuş Bu yüzden yalnız uçuyor bu kuş Beklediğim biri var O sen değilsin, yazık ki anladım Bi' yudum sevgin var Neden hep kötü rüyalarda uyandım? Ben de bi' kalp var Onu en ucuz romanlarda harcadım Bende bi' aşk var Onu hep yanlış kalplere bıraktım  Senin gökyüzünde benim yerim yoktu Kuru dallarında kanatlarım kırılıp koptu Senin toprağında benim evim yoktu Kader ayrı sondu, yazdığı son hikâye buydu Yanlış yerde geziyor bu kuş Bu yüzden yalnız uçuyor bu kuş Hep yanlış yerde geziyor bu kuş Bu yüzden yalnız uçuyor bu kuş ",üzgün
Sevmemeliyiz,Sena Şener,"Her adım, her anımda Gün olur sensiz Utanıp olmaktan Bilerek yanarım aslında Güler bana Ağladığım gece yarısı İnsanlığın garip sancısı Belki de biz Öğrenmeliyiz Belki de biz Sevmemeliyiz Her şeyi gören sen Göremedin mi beni? Her şeyi duyan sen Duyamadın mı beni? Her şeyi bulduysan Bulamadın mı beni? Her şeyi bilen sen Bilemedin bir beni! Belki de biz Öğrenmeliyiz Belki de biz Sevmemeliyiz  Demlenir içim kendim olmaktan Süzerek yaşarım aslında Gün olur sensiz Utanıp olmaktan Bilerek yanarım aslında Güler bana ",üzgün
Olmaz Mı?,Nabıcaz,Üzgün satırlar Kaleme küsmüş Çizgisiz sayfalar Bütün kahramanları Nedensiz gizemsiz Sonu gelmemiş Renksiz düzensiz Gitmesen olmaz mı bu gece Yalnızlık kafamda değil sadece Girsen kanıma yine ve her gece Bulsam seni en ücra köşede Her şeye rağmen seni tanımak güzeldi Geçtimiz sokaklar boş şimdi 1,üzgün
Belki De,Tuğkan,"Bana uzak biliyorum Ama yine girdi rüyama Bu bi tuzak hissediyorum Kader oyun oynuyor dünyama Yeter, bu bitmeli Hayali bile defolup gitmeli Neyi kaldıysa bende hâlâ yanan Bi' an önce söndürülmeli Belki de seni hâlâ deli gibi seviyorumdur Belki de gizliden gizliye istiyorumdur Belki de bunu söylemeye utanıyorumdur Belki de tekrar kaybetmekten korkuyorumdur Belki de seni hâlâ deli gibi seviyorumdur Belki de gizliden gizliye istiyorumdur Belki de bunu söylemeye utanıyorumdur Belki de tekrar kaybetmekten korkuyorumdur Belki de tekrar kaynetmekten korkuyorumdur Bana uzak biliyorum Ama yine girdi rüyama Bu bi tuzak hissediyorum Kader oyun oynuyor dünyama Yeter, bu bitmeli Hayali bile defolup gitmeli Neyi kaldıysa bende hâlâ yanan Bi' an önce söndürülmeli  Belki de seni hâlâ deli gibi seviyorumdur Belki de gizliden gizliye istiyorumdur Belki de bunu söylemeye utanıyorumdur Belki de tekrar kaybetmekten korkuyorumdur Belki de seni hâlâ deli gibi seviyorumdur Belki de gizliden gizliye istiyorumdur Belki de bunu söylemeye utanıyorumdur Belki de tekrar kaybetmekten korkuyorumdur Belki de tekrar kaybetmekten korkuyorumdur Belki de seni hâlâ deli gibi seviyorumdur Belki de gizliden gizliye istiyorumdur Belki de bunu söylemeye utanıyorumdur Belki de tekrar kaybetmekten korkuyorumdur Belki de seni hâlâ deli gibi seviyorumdur ",üzgün
Aylar Olmuş,Tuğkan,"Sıradan bi gecenin karanlık bi' köründe Sen beni çoktan unutmuşken yazıyorum Hatırlıyorum eskiden iyi biriydin özünde O günlerde cebime koyduğum, bikaç nefesle yaşıyorum O günlerde cebime koyduğum, bikaç nefesle yaşıyorum Güçlü görünmek zorundaydım Ne kadar acıtsa da hislerim Ne zaman sağa dönsem bi şeytan gibi solumdaydın Ne kadar sevsem de canını yakmak istedim Ne kadar sevsem de canını yakmak istedim Hani kızardın ya, bana uyumadığım için Yazarken bunları hatırlamaktan bıktım Meraklanma artık rahat olsun için Sen gideli aylar olmuş, ben bi' kaç günü uyanıktım Sen gideli aylar olmuş, ben bi' kaç günü uyanıktım Sıradan bi gecenin karanlık bi köründe Sen beni çoktan unutmuşken yazıyorum Hatırlıyorum eskiden iyi biriydin özünde O günlerde cebime koyduğum, bikaç nefesle yaşıyorum O günlerde cebime koyduğum, bikaç nefesle yaşıyorum  Güçlü görünmek zorundaydım Ne kadar acıtsa da hislerim Ne zaman sağa dönsem bi' şeytan gibi solumdaydın Ne kadar sevsem de canını yakmak istedim Ne kadar sevsem de canını yakmak istedim Hani kızardın ya, bana uyumadığım için Yazarken bunları hatırlamaktan bıktım Meraklanma artık, rahat olsun için Sen gideli aylar olmuş, ben bikaç günü uyanıktım Sen gideli aylar olmuş, ben bikaç günü uyanıktım Hani kızardın ya, bana uyumadığım için Yazarken bunları hatırlamaktan bıktım Meraklanma artık, rahat olsun için Sen gideli aylar olmuş, ben bikaç günü uyanıktım Sen gideli aylar olmuş, ben bikaç günü uyanıktım ",üzgün
Dönme,Batuhan Kordel,"İçimdeki boşluk, yıllardır dolmuyor Kafamdaki sesler, ne içsem dinmiyor Bu sahte yorgunluk ve haklı kızgınlık Aylarca uyudum, bir türlü gitmiyor Sırtımda hırkamla, bu soğuk baharda Bilinmez yalnızım, elimde sigaram İnsanlar hep haksız ama bir istisna Çok şeyi hak ettim, bir yere kadar Bir yere kadar Ama dönme, ne olursun orada kal Umarım çıkmazsın, karşıma bir daha Sözlerim acıtır, gözlerime bakma Tek bir söz söyleme, varsa az utanman Ama dönme, ne olursun orada kal Umarım çıkmazsın, karşıma bir daha Sözlerim acıtır, gözlerime bakma Tek bir söz söyleme, varsa az utanman İçimdeki boşluk, yıllardır dolmuyor Kafamdaki sesler, ne içsem dinmiyor Bu sahte yorgunluk ve haklı kızgınlık Aylarca uyudum, bir türlü gitmiyor Sırtımda hırkamla, bu soğuk baharda Bilinmez yalnızım, elimde sigaram İnsanlar hep haksız ama bir istisna Çok şeyi hak ettim, bir yere kadar Bir yere kadar  Ama dönme, ne olursun orada kal Umarım çıkmazsın, karşıma bir daha Sözlerim acıtır, gözlerime bakma Tek bir söz söyleme, varsa az utanman Ama dönme, ne olursun orada kal Umarım çıkmazsın, karşıma bir daha Sözlerim acıtır, gözlerime bakma Tek bir söz söyleme, varsa az utanman Ama dönme ",üzgün
Kaçar Gider,Dolu Kadehi Ters Tut,"Olmalıydı. Lakin hep bi gerginlik, bi barış Bu yarış kazanmadıkça bitmiyor Sanki hep mi birdi aklımız da şimdi farklı? Çözmeliydik bence en başında hep tur attık Kapattık ve şimdi üstümüzde geziyor Kaçar gider yine gözlerin Yeterli değil miydi sözlerim Seni biraz daha tutmaya yanımda?“Olmasan olur mu”yu denedim İlk attığım adımda sendeledim Beni biraz daha tutsana yanında Gittiğinde gündüzüm gecem bi hayli şaştı Yalnızım ve ben bu fikre çok yabancılaştım Baktım, sen olmayınca olmuyor Bildiğim ne varsa söyledim, bıraksan artık İnadı gel benimle, belki dersin “İyi ki tattık, atlattık”Hayallerim bir bitmiyor Kaçar gider yine gözlerin Yeterli değil miydi sözlerim Seni biraz daha tutmaya yanımda?“Olmasan olur mu”yu denedim İlk attığım adımda sendeledim Beni biraz daha tutsana yanında  ",üzgün
kalbimden tenime,Canozan,Ruhumda sözü geçen aklımda her gün gezen biri var Çekip giden iz bırakan anlatamam saklı olan gizli kalan Biri var biri var Onu çok sevdiğim her halimden bellidir aslında Bunu hep saklasam da Kalbimden tenime değen olmadı Yar senden derine inen olmadı Yar kimse yerine yerine sığmadı Bin derdin birine derman olmadı yar Olmadı yar Olmadı yar Olmadı yar Olmadı yar Olmadı yar Olmadı yar Olmadı yar Olmadı yar Kalbimden tenime değen olmadı Yar senden derine inen olmadı Yar kimse yerine yerine sığmadı Bin derdin birine derman olmadı yar  ,üzgün
Sen Ağlama,Badem,"Söz: Barış Bahçeci, Mustafa Kemal Öztürk Müzik: Mustafa Kemal Öztürk Kara gözlerinden bir damla yaş düşünce Güzel yüzün yanakların ıslanır Kara gözlerinden bir damla yaş düşünce Hüzün keder yüreğime yaslanır Sen ağlama bir damla gözyaşın yeter Sen üzülme gülüm Gece gökyüzünden bir damla yaş düşünce Bahar gelir tüm çiçekler ıslanır Kara gözlerinden bir damla yaş düşünce Hüzün keder yüreğime yaslanır Sen ağlama bir damla gözyaşın yeter Sen üzülme gülüm gamzende güllerin biter Yollarıma taş koysalar döneceğim Gözlerinden yaşlarını sileceğim 1",üzgün
İyi Değilim Ben,"Pinhani, Kalben","Hiç iyi olmadım Sen gittiğinden beri Hiç hayal kurmadım Anlamsız geliyor Şişeler, meyhaneler Bana sen lazımsın Sen lazımsın, sen lazımsın, sen…İyi değilim ben Hiç iyi olmadım Sen gittiğinden beri Dışarı çıkmadım İyi değilim ben Hiç iyi olmadım Yatakta döndüm durdum Ama hiç uyumadım Hiç faydası yok Aldığım ilaçların Bana sen lazımsın Sen lazımsın, sen lazımsın, sen…Anlamsız geliyor Şişeler, meyhaneler Bana sen lazımsın Sen lazımsın, sen lazımsın, sen… Hiç faydası yok Aldığım ilaçların Bana sen lazımsın Sen lazımsın, sen lazımsın, sen…",üzgün
Sen Orda Yoksun,Göksel,"Siyah beyaz bir adamdı Hayalimdeki resim Kadehimi fırlattım yüzüne Kızgınım hiç gelmeyişine Bilmeyişine, hissetmeyişine Sen or'da yoksun çağırdığımda Susuzluğumda, açlığımda Sen or'da yoksun Koşsam, sarılsam Tutunsam yoksun Ruhumun kara boşluğunda Sen or'da yoksun Ne anlamsız, ne tuhaftı Kendime söylediğim yalanlar Olmayacak bi' rüyaya inandım Hırçınlığım imkânsızlığına Suskunluğuna, uzaklığına  Sen or'da yoksun çağırdığımda Susuzluğumda, açlığımda Sen or'da yoksun Koşsam, sarılsam Tutunsam yoksun Ruhumun kara boşluğunda Sen or'da yoksun Sen or'da yoksun çağırdığımda Susuzluğumda, açlığımda Sen or'da yoksun Koşsam, sarılsam Tutunsam yoksun Ruhumun kara boşluğunda Sen or'da yoksun ",üzgün
Bal,Duman,Aşkım sen benim canımsın Kanıma karışmış kanın Söyle kimlerden kaçarsın Boşuna durmadan ağlarsın Yavrum sen benim balımsın Tadına alışmış canım Ah güzel kuşum gir kanıma Ben zaten sarhoşum Nerdesin sevgilim? Söyle nerdesin bal Artık benlesin bal Artık sen benim canımsın Canlı kalan tek yanımsın Artık sen benim canımsın Canlı kalan tek yanımsın Nerdesin?  Söyle nerdesin bal Artık benlesin bal Söyle nerdesin bal Artık benlesin bal6,üzgün
Karanlık,Dolu Kadehi Ters Tut,"Ey protest halkım! Bana ne yaptın? İçinizden hiçbirinize ait hissedemiyorum Davanıza davam diyemiyorum Bilemiyorum, sorun bende mi? Ne yapsam kendimi? Anlatsam derdimi Her yer karanlık, yarından umudum yok Aslında sorum çok ve cevaplar sayfalar dolusu önümde Ne kadar görmek istesem de gözümle Her yer karanlık, her yer karanlık Hiç ışık yok Ne zaman düşsem bu yalnızlığa (Ah)Kitaplar koştu hep yardımıma (Ah)Binlerce yıl önce mum ışığında (Ah)Kavuşmuşlar insanlar aydınlığa (Ah)Şimdi tüm bu ustalar izlerlerken (Ah)Ve güya tanrılar da bizlerleyken (Ah)Ne yaptık da düştük bu karanlığa? Sanki uzanıyor ta yanıbaşımdan sonsuzluğa Her yer karanlık, yarından umudum yok Aslında sorum çok ve cevaplar sayfalar dolusu önümde Ne kadar görmek istesem de gözümle Her yer karanlık, her yer karanlık Hiç ışık yok  Yine birilerini kızdırdım, yağıyor üstüme tanrının laneti Ne hain, ne katil, ne de hırsızdım Tanrınız buysa beyler yok hiç adaleti Protestler yeni tezler üretirlerken Bir şekilde marjinal olalım derken Az olmak uğruna yine çoktan oldular Adeta koskocaman bi' boktan ordular Ne yaptıysam olmadı, hep haksızdım Söylemlerim pek çokları için tatsızdı Arkamda Titanlar olsa da fark etmez Onların gözünde ben hep dayanaksızdım Konuştukça gözlerinde düşüyorum N’olur, ört üstümü anne, çok üşüyorum Delirtiyor beni insanların gamsızlığı Ne olacak da bitecek bu yalnızlığım? Her yer karanlık, yarından umudum yok Aslında sorum çok ve cevaplar sayfalar dolusu önümde Ne kadar görmek istesem de gözümle Her yer karanlık, her yer karanlık Hiç ışık yok Her yer karanlık, yarından umudum yok Aslında sorum çok Her yer karanlık, her yer karanlık Hiç ışık yok Her yer karanlık, yarından umudum yok Aslında sorum çok Her yer karanlık, her yer karanlık Hiç ışık yok3",üzgün
Kalbinde Birileri Var,Perdenin Ardındakiler,"Beni yordun, dayanıyordum Kalbimdeki kırıklara Tükeniyordum, sabrediyordum Başka dudaklara dokunmana Zorlanıyordum, düşlüyordum seni Beni sevmişsin gibi Kalbinde birileri var Olsun be geriye bi bak Dön o akşama Ağlarken öpüştüğümüz Bu şehrin havası bozuk Burnumda Kötü kokusu Gidişlerin Boynuna yasla beni Geberiyordum, kayboluyordum Eski fotoğraflarda Arıyordum seni, bulamıyordum Bambaşka dudaklarda Zorlanıyordum, düşlüyordum seni Beni sevmişsin gibi  Kalbinde birileri var Olsun be geriye bi bak Dön o akşama Ağlarken öpüştüğümüz Bu şehrin havası bozuk Burnumda Kötü kokusu Gidişlerin Boynuna yasla beni Kalbinde birileri var Olsun be geriye bi bak Dön o akşama Ağlarken öpüştüğümüz Bu şehrin havası bozuk Burnumda Kötü kokusu Gidişlerin Boynuna yasla beni1",üzgün
Teşekkür,Batuhan Kordel,"Sen biraz sarhoş, ben ise dargın Gözlerim dolu, dilimde bir şarkı Ben senden uzak, sen ona yakın Düşünmedin mi hiç, onu öperken Üşümedin mi hiç, o seni soyarken Çünkü sonbahar, turuncu yapraklar Sigaramı sömüren, hafif bir rüzgâr Teşekkür ederim, her şey için Güven bırakmadın, tebrik ederim Yoksa unutamazdım, aylarca yıllarca Girmeseydi bu aşka, üçüncü bir kişi(Girmesen yatağına fırsatçı bir hiçin) ",üzgün
Çok Özledim,Mavi Gri,"Bi' kırık kalbin ağrısı ellerimde Senin o güzel ellerin yerine Unutup silerim, hiçbi' şey yok gözümde Satmışım gururumu, benim neyime? Ama senden geçmem, geçemem ben Kırık kanatlarımla uçamam, düşerim hemen Utanırım asla söyleyemem Anla artık, tek çaremsin sen Bir kanar da bin acır Yüreğim sahibini tanır Senden başkasına sağır bu gönül Vurgunum, çok özledim, yoruldum, tökezledim Hâlimi sor istedim bi' defa olsun Bir gülüş son bir bakış kaldı yüreğimde Nasıl olsa mutlusundur sеn benim yerime Bir dokun nasıl yanar ruhum еn derinden Yürürüm ecelim olduğun yere bile bile  ",üzgün
Seviyorum,Yalın,Yastığa değdiğinden beri başım Gözümün önünde her kare ve sen Yalan yanlış kavgalar isyanım Elime değdiğinden beri tenin Aklımın bir yanı hep senle Yüzümü elinle silmene muhtacım Deyip önünde küçük düşsem de ben böyleyim Sesini kaç gündür duyamadım niye hala aramadın Deyip önünde küçük düşsem de Seviyorum deyip yalvarmam lazım Ölüyorum deyip ağlamam lazım Hemen gel seni geri almam lazım  ,üzgün
Anıları Sakla,Batuhan Kordel,Sevgim değil sabrım tükendi Biliyordun belki söyleyemedin Gitmek istedin de gidemedin Seni bu yük altında bırakamam Mutlu olmaktan alı koyamam Yalnızlık bana zor değil ama Alışmışım ben bu kavgaya Bundan geceleri uyuyamam Yastığımda kokun olmadan Sormayın halimi hatırımı Veda edin ben kaybolmadan Gitsem buralardan Arkama bile bakmadan Senden tek isteğim Anılarımızı saklaman Sevmeyi unutma Sen güzel seversin Olmadı diye tanrıya İsyan edemezsin  ,üzgün
İki Yabancı,"Teoman, Şebnem Ferah","Yazdan kalma bir günden Ya da Çölde Çay filminden Bir sahne var aklımda Oyuncular sanki biziz Mutsuzuz ikimiziz Kimi aşklar hiç bitmezmiş Bizimkisi bitenlerden Sevmeye yeteneksiziz İki yabancı, iki yabancı Birlikte ama yalnız İki yabancıyız İki yabancı, iki yabancı Birlikte ama yalnız İki yabancıyız Hani o güneşin batışı Bizi tanrıya inandırışı Şu an o akşam aklımda Ama çok zaman önceydi Yaralarımız ağır değildi Yine de bağışladım ben hep seni Hem seni hem de kendimi O kadar yoktun ki  İki yabancı, iki yabancı Birlikte ama yalnız İki yabancıyız İki yabancı, iki yabancı Birlikte ama yalnız İki yabancıyız Yazdan kalma bir günden Ya da Çölde Çay filminden Benim de sahneler aklımda Seninkilerden farklı ama Artık kendini kandırma Yoktur üstüne senin güzeli çirkin yapmakta Suçuysa dünyaya atmakta Neyin bildin ki değerini? Benimkini bileceksin Bunu da tabii mahvedeceksin İki yabancı, iki yabancı Birlikte ama yalnız İki yabancıyız İki yabancı, iki yabancı Birlikte ama yalnız İki yabancıyız ",üzgün
Seni Buldum Ya,Kaan Boşnak,"Önümüzden, bugünümüzden çalınanı bize geri veremezler Bizle yüzer ya da film izler, güç alırız birbirimizden Uzak bir kıtada sıfırdan başlayıp hiç bir şey almayız gerimizden İkimiz de biraz deliyiz hem, güç alırız birbirimizden Burada daha kaç günümüz var, ne zaman kalkar uçan otobüsler? Biz gezeriz, zaman bizi izler; sana verecek şeyim çok Karışınca ana bileşenler, ""Değişik"" der asıl değişenler Kendiliğinden gelişenlere diyecek şeyim yok Seni buldum ya başka ne isterim Dursun dünya, tozu ben temizlerim Seni buldum ya başka ne isterim Dursun dünya, tozu ben temizlerim Çok bi' olay yok görünürde, kanayıp kapanan yer derinimde Kim ne bilir de ne düşünür de size gülecek yerim yok Sadece geceleri buluşanlar, dinlemeden bizi konuşanlar Yüzde kaçı sudan oluşanlar sizi salacak ipim yok  Seni buldum ya başka ne isterim Dursun dünya, tozu ben temizlerim Seni buldum ya başka ne isterim Dursun dünya, tozu ben temizlerim ",üzgün
Kafile,Yüksek Sadakat,"Bendeki bu ateş sönmeden Mevsim yazdan hazana dönmeden Gözlerine uykular inmeden Göğsüne yatır beni, düşlere götür beni Aşk bu cana bedenden hak ise Can ne cami çeker ne kilise Ten sönmeden bitmez bu hadise Beni yanlış anlama Şikayetim yok ama Ben aşkı böyle bildim Gel merhem ol yarama Ben hem kalp hem bedenim Nefestir ruhum benim Aşk şarabı içerim Tez gelse de ecelim Ben hem kalp hem bedenim Ateşten ruhum benim Aşk şarabı içelim Kendimizden geçelim  Bendeki bu ateş sönmeden Mevsim yazdan hazana dönmeden Gözlerine uyku inmeden Göğsüne yatır beni, düşlere götür beni Bir ömür böyle geçmez ah ile Ağlasan da gülsen de nafile Sen dursan da yürür bu kafile Beni yanlış anlama Şikayetim yok ama Ben aşkı böyle bildim Gel merhem ol yarama Ben hem kalp hem bedenim Nefestir ruhum benim Aşk şarabı içerim Tez gelse de ecelim Ben hem kalp hem bedenim Ateşten ruhum benim Aşk şarabı içelim Kendimizden geçelim Ben hem kalp hem bedenim Aşk şarabı içelim Ben hem kalp hem bedenim Aşk şarabı içelim2",üzgün
