artist,song_title,lyrics_clean,mood
Barış Manço,Eğri Büğrü,bana yolun seç diyorlar bozuk yolu seçer miyim eğri eğri doğru doğru seçemezsen geç diyorlar ben yolumdan geçer miyim kimi batı kimi doğu kuzey güney hepsi doğru kim seçer ki bozuk yolu benim yolum bana doğru hiç yolumdan döner miyim eğri büğrü ama yine de doğru bana yarin seç diyorlar vefasız yar seçer miyim geç desen de geçer miyim kimi tatlı buğday tenli kimi mahmur dudu dilli kimi esmer nokta benli ben bulmuşum nazlı yari sevdiğini al diyorlar alsam bile yar yeter mi var yoluna git diyorlar bir yol ile iş biter mi bir karışta toprak gerek üstüne de kuru malı yar içinde oturmalı barış demek toprak demek ben kendimi verir miyim,
Barış Manço,Elveda Ölüm,çoktan uçmuş güvercin tahta masam devrilmiş can dostum çomar uykuda tatlı komşu ayşe teyze emekli salih öğretmen hepinize hepinize elveda dostlar elveda gözlerim kurşun gibi ağır ağır kapandı bu gece elveda,
Barış Manço,Emerald Garden,da doo doo di doo doo di doo doo di dum emerald garden da doo di doo da doo di dum if you go where the clouds kiss the mountains you might find there a pot of gold and honey jar but you won't find there your precious kindle emerald garden come with me i'll take you there through crystal wind i have not been as others saw me i have not seen as others saw things breezes softly have spoken to me so have no fear your task is ended your soul will fly higher than the skylark you too will be as gilded butterflies da doo doo di doo di doo doo di dum emerald garden da,
Barış Manço,En Büyük Mehmet Bizim Mehmet,öksüz doğdu mehmet i̇te kaka büyüdü mehmet onbir yaşına doğru okula da gitti mehmet çaka çaka okudu da mehmet döne döne başı döndü mehmet diploma hak getire mehmet okumayı sökemedi ki mehmet saldım çayıra mehmet mevlam kayıra mehmet bütün köy toplansın bu mehmet ne ballı çocuk vallahi çok şanslı çocuk ne amcası var ne dayısı bundan iyisi şam'da kayısı mehmet ula mehmet en büyük mehmet bizim mehmet askere gitti mehmet eğitim gördü mehmet jandarma komando doğuya da gitti mehmet alavere dalavere de mehmet hadi yine yürü nöbete mehmet askerlik uzadı mehmet gelemedi tezkere mehmet bir kızı sevdi mehmet eridi de bitti mehmet ama başlık parasını bulamadı gitti mehmet nuh dedi kız babası mehmet peygamber demedi mehmet kız eline kına yaktı mehmet babası paraya taktı mehmet olmadı gitti mehmet bir ömür bitti mehmet,
Barış Manço,Eski Bir Fincan,dinle oğlum çok eskiden bir konakta akşamları gaz lambası ışığında paşa dedesinden kalan bu fincanla ninem eliyle kahve sunarmış abdi beye yıllar sonra kırküçkırkdört harp ortası ekmek karnesi ve yoksulluk yılları kayınvalidesinden kalan bu fincanla bu kez annem eliyle kahve sunarmış hakkı beye eski konak yıllar önce yandı gitti ekmek karneli zor günler çoktan bitti abdi ve hakkı beyler rahmetlik oldu bir tek bu fincan kaldı yüzyıllık sevdalarda bir gün senin olacak birikmiş anılarıyla düşüp kırılsa bile topla tamir et oğlum kahve yaşın gelecek bu fincanı iyi sakla,
Barış Manço,Estergon Kalesi,1 contributorestergon kalesi lyricsestergon estergon yedi krala saray olan estergon biz seni nemşehirlerine allah emaneti edip verdik ve işte şimdi geri almaya geldik serhaddin hali böyledir yiğid başından ali eksik olmaz rumeli gazileri kelle verilir aman verilmez estergon kalasi bre dilber aman subaşı durak aman kemirir gönlümü bre dilber aman bir sinsi firak gönül yar peşinde bre dilber aman yar ondan ırak aman akma tuna akma bre şahin aman ben bir dertliyim yar peşinden aman da gezer koşar yandım kara bahtlıyım estergon'u aldık bre şahin aman vermeyiz ele aman haydin koç yiğitler,
Barış Manço,Gamzedeyim,hey hey hey gamzedeyim deva bulmam garibim bir yuva kurmam kaderimdir hep çektiğim inlerim hiç reha bulmam elem beni terk etmiyor hiç de fasıla vermiyor nihayetsiz müteakiben doğrusu ömür yetmiyor niyahetsiz müteakiben,
Barış Manço,Geçti Dost Kervanı,şu karşı yaylada göç katar katar bir yiğidin derdi serinde tüter bu ayrılık bana ölümden beter geçti dost kervanı eyleme beni eyleme beni şu benim sevdiğim başta oturur bu güzelin derdi beni bitirir bu ayrılık bize zulüm getirir pir sultan abdal'ım dağlar aşarım aşarımda dost diye nere düşerim çok ekmeğin yedim helalaşalım,
Barış Manço,Gel,yine dün gece sabaha kadar düşündüm seni i̇çimde bir umut sanki her an gelecekmişsin gibi hiç düşündün mü ardında kalan bu divaneyi ama bil ki ben sonsuza dek bekliyorum seni bir sabah erkenden seherle gel kimseler görmeden gizlice gel bülbüller ötmeden sessizce gel yeter ki bana gel uğrunda yanayım kerem gibi gel dağları deleyim ferhat gibi gel i̇ste canım vereyim mecnun gibi gel öyle isterdim ki her an rüyalarına girmeyi bir şarkı olup dillere düşmeden söylenmeyi hatta rüzgâr olup toz duman gelip sana yüz sürmeyi ve damla damla kirpiklerinden süzülmeyi,
Barış Manço,Gesi Bağları,gesi bağlarında dolanıyorum yitirdim yarimi aman aranıyorum bir tek selamına güveniyorum gel otur yanıma hallarımı söyleyim derdimden anlamaz ben o yari neyleyim gesi bağlarında üç top gülüm var hey allahtan korkmaz sana bana ölüm var ölüm varsa bu dünya'da zulüm var atma garip anam beni dağlar ardına kimseler yanmasın anam yansın derdime,
Barış Manço,Gibi Gibi,ben yaralı kurt sen kınalı kuzu biraz cilve aşkın biberi tuzu sanki biraz naz ediyorsun ama senin bana gönlün var gibi gibi yüzüme karşı git diyorsun ama sanki gözlerin kal der gibi gibi yeter çektiğim insaf et gayri arpa buğday yan yana orak istemez yağız at şahlandı mı durak dinlemez zehirin şifası süt ile incir ellerim kelepçe yüreğim zincir sanki fazla naz ediyorsun ama kimse sevemez benim gibi seni kırk yılda bir gelir barış gibisi sende fazla naz ediyorsun ama yine de bana gönlün var gibi gibi,
Barış Manço,Gönül Dağı,gönül dağı yağmur yağmur boran olunca akar can üstüne sel gizli gizli bir tenhada can cananı bulunca sinemi yaralar yar oy yar oy yar oy yar dil gizli gizli dil gizli gizli dost elinden gel olmazsa varılmaz rızasız bahçenin gülü verilmez kalpten kalbe bir yol vardır görülmez gönülden gönüle gider yar oy yar oy yar oy yar yol gizli gizli yol gizli gizli seher vakti garip garip bülbül öterken kirpiklerin ok ok yar yar cana batarken cümle alem uykusunda yatarken kimseler görmeden yar oy yar oy yar oy yar gel gizli gizli gel gizli gizli hoyratlar görmeden yar oy yar oy yar oy yar horozlar ötmeden yar oy yar oy yar oy yar,
Barış Manço,Gönül Ferman Dinlemiyor,diyar diyar dolaştım ben yollara düştüm derdinden her çiçekte gördüm seni kara toprak ver yârimi yaza yaza bitti kalem bir gün elbet dolar çilem ben bu yola kurban olam gönül ferman dinlemiyor bu ayrılık çok acı yok mu bunun ilacı geri ver geri ver kara toprak ver yarimi bir sabah ansızın elimden aldığın gibi geri ver geri ver kara toprak ver yârimi bir gün olur devran döner vade gelir yollar biter zengin fakir bur'dan geçer deli gönül coştu çağlar derdime dayanmaz dağlar gelen ağlar giden ağlar bak şu dünyanın haline meyletme dünya malına razı oldum hayaline kimi alır kimi satar hepsi de yan yana yatar barış derdine dert katar,
Barış Manço,Gül Bebeğim,sen cennete uçtun ama kokun sinmiş yatağıma odama derin derin soluyorum seni i̇çime hapsediyorum seni alışamadım bir türlü yokluğuna gül bebeğim sensiz yaşamak ne kadar zor ayrılık acısını gel bana sor nasıl kıydın kendine gül bebeğim geceler çok soğuk geceler sessiz nasıl yaşarım şimdi ben sensiz hani bana verdiğin o sözler hani o gülen masum gözler göz yaşım karıştı yağmura damla damla süzülüyor toprağa bizi ancak ölüm ayırır diyordun bana söyle nasıl kıydın kendine gül bebeğim seni benden ölüm bile ayıramadı işte nasıl kıydın kendine söyle gül bebeğim dar geliyor bana bu yerler kırılsın seni taşıyan bu eller x2,
Barış Manço,Güle Güle Oğlum,güle güle oğlum ne kadar da çabuk geçmiş meğer yıllar kendi kanatlarınla uçacak kadar büyüdün ha o kadar oldun mu sen oğlum o kadar büyüdün mü güle güle oğlum demek artık sen de yuva kuruyorsun sevdiğin kızla bugün evleniyorsun mutluluklar sana benim aslan oğlum yine de son bir nasihat benden sana tanrının en büyük lütfu bu unutma sar onu kollarınla sar sar sar güle güle oğlum gözlerimin nemlendiğine aldırma sen de anlarsın bir gün baba olunca hadi hadi artık gidelim davetlileri bekletmeyelim x2 güle güle oğlum güle güle,
Barış Manço,Gülpembe,sen gülünce güller açar gülpembe bülbüller seni söyler biz dinlerdik gülpembe sen gelince bahar gelir gülpembe dereler seni çağlar sevinirdik gülpembe güz yağmurlarıyla bir gün göçtün gittin i̇nanamadık gülpembe bizim iller sessiz bizim iller sensiz olamadı gülpembe dudağımda son bir türkü gülpembe hâlâ hep seni söyler seni çağırır gülpembe gözlerimde son bir bulut gülpembe hâlâ hep seni arar seni bekler gülpembe,
Barış Manço,Günaydın Çocuklar,hey hey günaydın çocuklar günaydın hep güler yüzle karşılarsınız beni hey hey hey hey günaydın çocuklar günaydın sabah akşam bıkmadan dinlersiniz beni dün gece düşündüm de renkler olmasaydı yaşanmazdı bu dünya'da korktuğum odur ki kapkara bir dünya'yı i̇steyenler var aramızda oyun ister bazen büyükler tabancalar kılıçlar tüfekler zevk meselesi bu karışılmaz tartışılmaz zevkler ve renkler sizin olsun bütün bu zevkler bırakın renkleri çocuklara siz hiç kırmızı bir ağaç gördünüz mü gökyüzü neden mavi düşündünüz mü başak sarı çim yeşil her şeyin bir rengi var değişmez doğanın dengesi mor turuncu sarı eflatun pembe haki çamur bile kahverengi uzakta bir ülkede insanlar anlaşmış tam silahları bırakırken i̇çlerinde ikisi hemen karşı çıkmış sonuçta onlar kazanmış i̇kisinin de önünde birer düğme varmış biri yeşil diğeri kırmızı bir iki üç demişler basıvermişler ve sonunda dünya kapkaranlık olmuş tam istedikleri gibi oyun ister bütün çocuklar,
Barış Manço,Hal Hal,x6 hal hal akşam olup gün batınca dağlara hüzün çökünce lale sümbül boynun eğip kurt kuzuya kem bakınca köye döner nazo gelin yavru ceylan gibi kaçar seke seke çaydan geçer nazo gelin ayağına takar bir bakışı canlar yakar gülüşüne cihan değer ayağında gümüş halhal i̇nce nakış gümüş halhal x5 yedi köyün yiğitleri ağaları ve beyleri boş yere durmuş beklerler yaralıdır yürekleri gitti gelmez nazo gelin x3,
Barış Manço,Hamburger,evvel zaman içinde kalbur saman içinde kaf dağının ardında uzak bir ülkede kozu paylaşmak için iki düşman kabile seçtiler iki civan sürdüler beni dare biri aslan yürekli mağrur kartal misali biri ürkek bakışlı anka kuşu sanki çektiler silahları çünkü ilahlar kurban ister töreler aşk dinlemez yalnız emreder hamburger gençliğin sevgilisi hamburger sevdanın yanık sesi hamburger çift kaşarlı bir rüya hamburger olmaz güzelin böylesi biraz soğan biraz ketçap salata malata hardal ketçap hamburger bu aşk fizik ötesi hamburger çıtır çıtır patates ile hamburger dilinmiş turşu ile hamburger batıya açılan pencere hamburger pencereden uçtu tencere lahmacun lahmacun dünyayı dolaş benzeri yoktur edalı işveli lahmacun sen sofranı kur yemeyen toktur şifalı cilveli lahmacun mis gibi tereyağ envai bahar biberli sumaklı lahmacun beş dakika pişir tam orta karar ceylan bakışlı lahmacun hamburger yaşlı genç ayırt etmez hamburger esmer sarışın fark etmez hamburger güler yüzlü herkese hamburger o da güler naz etme dürüp dürüp sar kenarını tutma nazik salçalı lahmacun kuzu kulağıyla rokayı unutma limonlu ekşili lahmacun yandım dedikçe buz gibi ayran şalgam suyu lahmacun bin derde deva maydonuzuyla hamuru nakışlı lahmacun kıyması bolca soğanı da onca neşelendikçe kahroldukça salçalı koruklu biberli olsa sona kalan donup saçını da yolsa aslan yürekli burger ceylan bakışlı lahmacun çelik bilekli burger hamur nakışlı lahmacun gözümün nuru burger ciğer parem ne der lahburger lahburger bu öykü böyle gider başı sonu bilinmez bilinen şeyler ise her zaman söylenmez rakı da bir ayran da içmesini bilene şap da bir şekerde bir tokum diyene şal da bir çuha da bir giymesini bilene güzel de bir çirkin de sevdim diyene x3 her yeni doğan bebek yeni bir dünya demek aç gözünü hoş geldin lahburger bebek onlar erdi murada kerevet bize kaldı bu yarışta bayrağı lahburger aldı,
Barış Manço,Ham Meyvayı Kopardılar,ham meyvayı kopardılar dalından beni ayırdılar nazlı yarimden eşim dostum tutmaz oldu elimden onun için kapanmıyor gözlerim benim yarim yaylalarda oturur ak ellerin soğuk suya batırır demedim mi nazlı yarim ben sana çok muhabbet tez ayrılık getirir uzun olur gemilerin direği yanık olur aşıkların yüreği ne sen gelin oldun ne ben göreyim onun için açık gider gözlerim,
Barış Manço,Hatırlasana,hatırlasana hani bana söz vermiştin o akşam ayrılırken döneceğim demiştin yıllar geçti bekledim boş ümitlerle o akşam ayrılırken seviyorum demiştin duydum ki bugün evleniyormuşsun artık başkasının oluyormuşsun gücüm kalmadı dayanmaya ağlamak istiyorum doya doya hıçkıra hıçkıra hatırlasana böyle mi söz vermiştin yıllar geçti bekledim yaşlı gözlerle hıçkıra hıçkıra doya doya doya doya hıçkıra hıçkıra,
Barış Manço,Hayır,nasıl böylesine rahatsın ki sanki hiçbir şey olmamış gibi yıllar boyu ümitsizce seni bekledim geldin mi ki bir gün olsun kapımı çalıp halim nedir sordun mu ki çek ellerini ellerimden çek gözlerini gözlerimden bunca yıldır yokluluğunda alıştım ben yalnızlığa i̇çimde birçok sey kırıldı çok geç artık dönme bana hayır hayır boşuna yalvarma i̇nanmıyorum sana hayır hayır gözyaşına da hayır i̇nanmiyorum sana hayır hayır yüzbin kere hayır acı çektirme bana sen hiçbir zaman dost olmadın hiç hiçbir zaman destek olmadın yillarca hep sustum ama bir tek sey istiyorum senden onurlu bir yabancı gibi lütfen artık çık git bu evden,
Barış Manço,Hemşerim Memleket Nire,kendimi bildim bileli yollarda tükettim koskoca bir ömrü bir uçtan bir uca gezdim şu fâni dünya'yı okumuşu cahili yoksulu zengini hiç farkı yok hepsi aynı sonunda ben de anladım hanyayı konya'yı sanki insanlık pazara çıkmış ekmek aslanın ağzında bir sıcak çorba içer misin diyen yok dört duvarı ören çatısını kapatıp içten kilitlemiş kapıyı bir döşek de sana serelim buyur diyen yok tek bir soru hemşerim memleket nire bu dünya benim memleket hayır anlamadın hemşerim esas memleket nire tövbe tövbe tövbe kardeşlik ve eşitlik üzerine uzun uzun nutuklar çekip niye senin derin benden daha koyu diyen çok kaşının altında gözün var diye silahlanıp ölüme koşarken kalan dul ve yetim ne yer ne içer diye soran yok barış garibim bulamadı çözümü oturdu etti bunca sözü gelin hepberaber anlaşalım diyen yok zaten paramparça bölünmüş ve yaşanmaz olmuş dünyamız daha fazla kesip bölmeye hiç gerek yok hayır dedim ya hemşerim memleket nire dedim ya yahu,
